queue_length,doctors_available,avg_consult_time,emergency_cases,department,time_of_day,weekday,patient_priority,consultation_complexity,is_peak_hour,load_ratio,emergency_ratio,actual_wait_time
1,5,17.93,0,Radiology,morning,Saturday,normal,moderate,0,0.2,0.0,3.56
19,1,14.07,0,Gynecology,morning,Thursday,normal,routine,1,19.0,0.0,335.05
12,2,11.47,1,Radiology,morning,Friday,urgent,routine,1,6.0,0.083,71.2
14,5,26.54,1,Psychiatry,afternoon,Tuesday,urgent,moderate,1,2.8,0.071,98.76
11,1,13.04,1,Neurology,afternoon,Saturday,normal,routine,0,11.0,0.091,141.29
29,1,17.12,1,Neurology,morning,Friday,normal,routine,1,29.0,0.034,611.61
12,2,12.76,1,Neurology,morning,Wednesday,normal,routine,1,6.0,0.083,114.66
29,5,5.46,0,General Medicine,night,Wednesday,normal,routine,0,5.8,0.0,28.66
27,2,28.32,0,Cardiology,night,Friday,normal,complex,0,13.5,0.0,350.99
13,2,11.33,0,Pediatrics,evening,Monday,normal,moderate,0,6.5,0.0,67.16
35,5,6.03,0,Dermatology,morning,Wednesday,normal,moderate,1,7.0,0.0,53.74
26,3,9.57,1,Ophthalmology,morning,Monday,normal,routine,1,8.67,0.038,101.99
16,3,7.86,1,Dermatology,evening,Monday,normal,routine,0,5.33,0.062,39.73
19,5,9.86,0,General Medicine,afternoon,Friday,normal,moderate,1,3.8,0.0,47.07
6,2,9.26,0,General Medicine,morning,Saturday,normal,routine,0,3.0,0.0,29.48
31,4,10.87,0,General Medicine,afternoon,Friday,normal,routine,1,7.75,0.0,106.16
8,2,5.0,0,ENT,night,Thursday,urgent,routine,0,4.0,0.0,16.82
22,3,11.84,0,Cardiology,morning,Friday,normal,routine,1,7.33,0.0,117.13
30,5,5.26,0,Pediatrics,morning,Wednesday,normal,routine,1,6.0,0.0,37.59
30,5,26.36,1,Psychiatry,morning,Friday,normal,moderate,1,6.0,0.033,227.98
30,1,10.69,1,Emergency,morning,Friday,normal,routine,1,30.0,0.033,432.82
16,2,7.49,0,Ophthalmology,afternoon,Monday,urgent,routine,1,8.0,0.0,61.89
15,4,12.34,0,ENT,afternoon,Wednesday,normal,moderate,1,3.75,0.0,57.23
30,4,13.04,0,Cardiology,afternoon,Monday,normal,routine,1,7.5,0.0,139.59
9,2,10.27,0,Gynecology,morning,Tuesday,normal,routine,1,4.5,0.0,60.36
16,2,12.54,0,Radiology,evening,Friday,normal,routine,0,8.0,0.0,100.15
8,3,16.86,0,Cardiology,afternoon,Wednesday,normal,moderate,1,2.67,0.0,53.51
36,4,22.34,1,Psychiatry,afternoon,Thursday,urgent,routine,1,9.0,0.028,226.27
11,5,15.47,0,Emergency,night,Wednesday,normal,routine,0,2.2,0.0,30.23
7,4,5.81,0,ENT,evening,Monday,urgent,routine,0,1.75,0.0,9.51
33,3,31.93,2,Psychiatry,afternoon,Monday,emergency,complex,1,11.0,0.061,176.05
32,3,11.79,1,Ophthalmology,afternoon,Monday,urgent,routine,1,10.67,0.031,141.03
34,5,15.13,0,Emergency,morning,Friday,normal,routine,1,6.8,0.0,126.23
14,5,14.51,0,Neurology,morning,Thursday,urgent,routine,1,2.8,0.0,44.74
9,3,9.13,0,Dermatology,morning,Wednesday,normal,moderate,1,3.0,0.0,30.04
12,3,8.26,1,Dermatology,morning,Tuesday,normal,routine,1,4.0,0.083,47.19
31,4,12.55,0,Ophthalmology,afternoon,Tuesday,normal,moderate,1,7.75,0.0,115.07
20,1,11.07,1,Ophthalmology,morning,Tuesday,normal,routine,1,20.0,0.05,280.65
31,2,13.93,0,Ophthalmology,morning,Monday,urgent,moderate,1,15.5,0.0,234.13
16,1,6.17,0,Pediatrics,evening,Monday,normal,routine,0,16.0,0.0,100.88
10,2,11.92,0,Emergency,morning,Tuesday,normal,routine,1,5.0,0.0,72.29
19,4,8.93,0,ENT,morning,Wednesday,normal,routine,1,4.75,0.0,51.47
26,1,12.47,0,Gynecology,night,Monday,normal,routine,0,26.0,0.0,351.05
32,5,12.03,0,Gynecology,morning,Tuesday,normal,routine,1,6.4,0.0,106.03
8,4,15.87,0,Ophthalmology,evening,Tuesday,normal,moderate,0,2.0,0.0,35.04
23,1,7.87,0,General Medicine,morning,Friday,urgent,routine,1,23.0,0.0,209.05
9,3,10.46,1,Pediatrics,afternoon,Monday,normal,moderate,1,3.0,0.111,43.84
23,2,12.06,1,Orthopedics,morning,Monday,urgent,routine,1,11.5,0.043,170.34
13,3,21.86,0,Psychiatry,morning,Thursday,normal,routine,1,4.33,0.0,125.27
16,4,21.03,2,Orthopedics,evening,Tuesday,emergency,complex,0,4.0,0.125,58.55
23,1,5.4,0,Dermatology,night,Monday,normal,routine,0,23.0,0.0,123.81
16,2,17.82,1,Gynecology,afternoon,Tuesday,emergency,moderate,1,8.0,0.062,111.1
14,5,6.59,0,Pediatrics,evening,Saturday,normal,routine,0,2.8,0.0,16.91
22,2,7.99,0,Pediatrics,morning,Tuesday,normal,routine,1,11.0,0.0,111.0
30,3,11.08,1,Emergency,morning,Monday,normal,routine,1,10.0,0.033,157.98
34,1,10.3,0,Ophthalmology,morning,Friday,urgent,routine,1,34.0,0.0,368.34
26,4,5.86,1,Dermatology,night,Sunday,normal,routine,0,6.5,0.038,45.89
19,5,28.23,0,Neurology,afternoon,Monday,normal,complex,1,3.8,0.0,139.93
26,2,21.08,0,Gynecology,morning,Saturday,normal,complex,0,13.0,0.0,268.69
11,5,18.53,2,Radiology,night,Monday,emergency,moderate,0,2.2,0.182,30.61
27,4,7.26,3,ENT,night,Friday,emergency,routine,0,6.75,0.111,25.15
12,2,19.73,0,Radiology,afternoon,Monday,urgent,complex,1,6.0,0.0,145.58
19,3,8.16,0,Pediatrics,afternoon,Monday,normal,routine,1,6.33,0.0,61.62
36,2,26.67,2,Psychiatry,afternoon,Wednesday,normal,moderate,1,18.0,0.056,669.52
40,1,27.49,0,Neurology,afternoon,Wednesday,normal,complex,1,40.0,0.0,1293.68
6,5,20.73,1,Neurology,afternoon,Saturday,normal,moderate,0,1.2,0.167,36.72
3,3,20.59,0,Psychiatry,night,Thursday,normal,routine,0,1.0,0.0,20.82
20,4,12.49,1,Dermatology,morning,Sunday,normal,complex,0,5.0,0.05,63.54
14,3,18.23,0,Ophthalmology,evening,Sunday,normal,complex,0,4.67,0.0,78.53
10,3,5.0,0,Dermatology,morning,Sunday,normal,routine,0,3.33,0.0,15.94
27,3,8.54,0,ENT,afternoon,Wednesday,normal,routine,1,9.0,0.0,101.29
15,3,7.44,0,Dermatology,evening,Thursday,normal,moderate,0,5.0,0.0,38.44
23,1,11.3,0,Dermatology,afternoon,Tuesday,normal,moderate,1,23.0,0.0,313.43
11,4,21.85,1,Psychiatry,afternoon,Wednesday,normal,moderate,1,2.75,0.091,81.57
12,3,14.5,2,Ophthalmology,morning,Thursday,normal,moderate,1,4.0,0.167,87.49
3,5,8.16,0,ENT,evening,Tuesday,normal,routine,0,0.6,0.0,4.91
33,3,19.28,0,Orthopedics,afternoon,Friday,normal,moderate,1,11.0,0.0,291.92
22,2,23.66,0,Emergency,afternoon,Thursday,urgent,complex,1,11.0,0.0,268.26
39,1,13.73,0,Emergency,afternoon,Wednesday,urgent,routine,1,39.0,0.0,555.31
12,4,14.9,0,Neurology,night,Friday,urgent,routine,0,3.0,0.0,42.71
35,1,7.89,0,ENT,afternoon,Tuesday,normal,routine,1,35.0,0.0,340.86
16,5,8.32,0,Ophthalmology,morning,Friday,normal,routine,1,3.2,0.0,33.53
35,4,15.19,0,Emergency,morning,Monday,normal,moderate,1,8.75,0.0,174.18
36,2,7.59,1,Pediatrics,afternoon,Tuesday,emergency,routine,1,18.0,0.028,77.64
29,2,8.08,0,Dermatology,afternoon,Friday,normal,routine,1,14.5,0.0,153.24
21,1,15.24,1,Cardiology,evening,Friday,urgent,routine,0,21.0,0.048,291.03
40,5,13.63,0,Emergency,afternoon,Tuesday,urgent,moderate,1,8.0,0.0,109.41
26,3,20.92,0,Radiology,evening,Thursday,normal,complex,0,8.67,0.0,161.74
14,5,15.13,0,Emergency,night,Thursday,normal,routine,0,2.8,0.0,44.33
31,2,11.42,1,Ophthalmology,morning,Thursday,urgent,routine,1,15.5,0.032,221.62
17,2,12.45,0,Gynecology,afternoon,Monday,normal,routine,1,8.5,0.0,135.27
9,2,18.62,0,Neurology,afternoon,Sunday,normal,routine,0,4.5,0.0,90.72
14,5,10.11,1,Emergency,evening,Monday,normal,routine,0,2.8,0.071,33.24
25,5,20.05,0,Cardiology,afternoon,Saturday,normal,moderate,0,5.0,0.0,87.49
29,4,23.77,0,Psychiatry,afternoon,Sunday,normal,moderate,0,7.25,0.0,194.36
11,2,12.78,3,General Medicine,afternoon,Monday,emergency,moderate,1,5.5,0.273,47.33
14,1,6.12,0,General Medicine,afternoon,Wednesday,urgent,routine,1,14.0,0.0,90.29
31,1,11.05,0,Emergency,afternoon,Thursday,normal,routine,1,31.0,0.0,416.58
13,1,8.65,0,Radiology,afternoon,Tuesday,urgent,routine,1,13.0,0.0,107.77
12,2,13.37,0,Radiology,night,Sunday,normal,routine,0,6.0,0.0,79.01
2,1,18.04,1,Radiology,evening,Monday,normal,complex,0,2.0,0.5,48.55
28,4,23.09,1,Emergency,evening,Thursday,normal,complex,0,7.0,0.036,163.31
26,5,8.76,2,Pediatrics,evening,Friday,emergency,routine,0,5.2,0.077,20.3
37,1,27.95,0,Psychiatry,morning,Wednesday,urgent,moderate,1,37.0,0.0,1276.34
26,1,8.44,0,Pediatrics,morning,Saturday,normal,routine,0,26.0,0.0,210.48
14,5,7.1,0,Pediatrics,morning,Tuesday,normal,routine,1,2.8,0.0,22.94
42,2,16.44,0,Ophthalmology,morning,Friday,normal,moderate,1,21.0,0.0,437.91
27,3,12.75,1,Gynecology,morning,Wednesday,normal,moderate,1,9.0,0.037,143.88
35,1,6.72,0,Dermatology,morning,Wednesday,normal,routine,1,35.0,0.0,315.16
16,4,8.58,0,General Medicine,morning,Saturday,urgent,routine,0,4.0,0.0,29.93
10,3,10.78,1,Radiology,evening,Friday,normal,routine,0,3.33,0.1,43.55
21,3,7.35,0,Dermatology,morning,Wednesday,normal,routine,1,7.0,0.0,70.23
14,1,17.11,0,Orthopedics,night,Tuesday,normal,moderate,0,14.0,0.0,231.7
20,5,12.61,0,Ophthalmology,afternoon,Friday,normal,routine,1,4.0,0.0,61.35
14,5,9.62,0,General Medicine,night,Wednesday,normal,routine,0,2.8,0.0,28.6
12,3,10.49,0,Cardiology,evening,Sunday,normal,routine,0,4.0,0.0,43.53
12,3,10.42,0,General Medicine,evening,Sunday,normal,routine,0,4.0,0.0,36.93
26,2,17.54,0,Neurology,afternoon,Saturday,normal,routine,0,13.0,0.0,230.4
18,1,8.5,0,Dermatology,afternoon,Monday,normal,moderate,1,18.0,0.0,184.81
17,2,19.11,0,Orthopedics,morning,Monday,emergency,moderate,1,8.5,0.0,75.45
26,2,11.58,0,General Medicine,night,Tuesday,normal,moderate,0,13.0,0.0,165.07
28,5,8.02,0,Dermatology,morning,Tuesday,normal,routine,1,5.6,0.0,62.41
15,3,9.69,0,Emergency,afternoon,Tuesday,urgent,routine,1,5.0,0.0,50.91
43,3,5.5,1,General Medicine,afternoon,Thursday,emergency,routine,1,14.33,0.023,53.27
30,2,14.51,1,Orthopedics,afternoon,Tuesday,normal,routine,1,15.0,0.033,282.96
36,3,13.22,0,Radiology,afternoon,Wednesday,normal,moderate,1,12.0,0.0,183.94
18,1,7.77,0,Dermatology,morning,Wednesday,normal,routine,1,18.0,0.0,169.87
21,5,13.62,0,General Medicine,afternoon,Saturday,normal,moderate,0,4.2,0.0,63.81
33,4,11.94,1,Orthopedics,morning,Monday,normal,routine,1,8.25,0.03,127.84
8,4,9.46,0,Pediatrics,night,Monday,normal,routine,0,2.0,0.0,17.99
35,2,9.9,0,General Medicine,morning,Wednesday,normal,routine,1,17.5,0.0,213.26
17,3,11.97,0,Orthopedics,evening,Thursday,urgent,routine,0,5.67,0.0,61.49
19,4,13.3,0,Ophthalmology,morning,Wednesday,normal,moderate,1,4.75,0.0,80.86
18,4,17.46,0,Pediatrics,morning,Saturday,normal,complex,0,4.5,0.0,76.92
16,1,14.39,0,Radiology,afternoon,Sunday,normal,moderate,0,16.0,0.0,220.65
18,4,17.48,0,Orthopedics,afternoon,Thursday,normal,moderate,1,4.5,0.0,100.72
14,3,18.06,1,Psychiatry,morning,Thursday,urgent,routine,1,4.67,0.071,90.37
19,2,20.2,0,Psychiatry,afternoon,Thursday,normal,routine,1,9.5,0.0,229.88
6,2,14.03,0,Emergency,afternoon,Sunday,normal,routine,0,3.0,0.0,43.04
12,2,10.34,1,Pediatrics,evening,Friday,normal,routine,0,6.0,0.083,61.51
18,1,16.18,0,Emergency,night,Sunday,normal,moderate,0,18.0,0.0,275.53
19,5,7.77,1,Pediatrics,morning,Friday,normal,routine,1,3.8,0.053,41.97
13,2,8.26,0,General Medicine,night,Wednesday,normal,routine,0,6.5,0.0,52.11
31,4,11.32,0,Emergency,afternoon,Friday,emergency,routine,1,7.75,0.0,62.22
10,3,10.76,1,General Medicine,evening,Monday,normal,moderate,0,3.33,0.1,37.73
14,1,7.87,1,ENT,night,Sunday,normal,routine,0,14.0,0.071,105.05
22,5,5.69,1,ENT,evening,Friday,emergency,routine,0,4.4,0.045,13.66
18,3,10.59,1,Pediatrics,afternoon,Monday,normal,routine,1,6.0,0.056,92.19
18,4,13.36,0,Emergency,night,Friday,normal,routine,0,4.5,0.0,55.75
34,5,15.73,1,Orthopedics,morning,Tuesday,normal,routine,1,6.8,0.029,132.68
30,2,13.45,0,Orthopedics,afternoon,Tuesday,emergency,routine,1,15.0,0.0,119.57
22,5,13.57,0,Neurology,morning,Tuesday,urgent,routine,1,4.4,0.0,65.31
29,5,16.14,0,Gynecology,night,Saturday,normal,moderate,0,5.8,0.0,100.22
19,1,9.11,0,Ophthalmology,afternoon,Tuesday,normal,routine,1,19.0,0.0,212.18
9,2,9.06,0,Ophthalmology,evening,Tuesday,normal,routine,0,4.5,0.0,39.62
5,5,25.89,0,Orthopedics,night,Wednesday,normal,complex,0,1.0,0.0,24.01
23,1,25.49,1,Psychiatry,morning,Monday,emergency,moderate,1,23.0,0.043,385.62
20,4,14.81,1,Gynecology,morning,Tuesday,normal,moderate,1,5.0,0.05,113.26
6,5,20.39,1,Neurology,night,Sunday,normal,moderate,0,1.2,0.167,36.26
34,5,8.98,0,Gynecology,afternoon,Wednesday,normal,routine,1,6.8,0.0,82.99
8,1,12.93,1,Cardiology,night,Saturday,normal,routine,0,8.0,0.125,96.75
9,5,15.02,0,Ophthalmology,afternoon,Thursday,normal,moderate,1,1.8,0.0,36.3
23,4,17.58,0,Emergency,morning,Saturday,normal,moderate,0,5.75,0.0,95.2
20,3,15.43,0,Ophthalmology,afternoon,Thursday,urgent,moderate,1,6.67,0.0,103.24
17,5,7.39,2,General Medicine,afternoon,Thursday,emergency,routine,1,3.4,0.118,21.04
14,5,8.08,0,Dermatology,afternoon,Tuesday,normal,moderate,1,2.8,0.0,30.32
40,3,11.38,0,General Medicine,afternoon,Wednesday,normal,routine,1,13.33,0.0,205.91
15,5,6.89,1,Dermatology,afternoon,Monday,normal,routine,1,3.0,0.067,32.03
12,2,7.1,0,ENT,afternoon,Monday,normal,routine,1,6.0,0.0,49.57
28,5,20.4,0,Psychiatry,evening,Wednesday,urgent,routine,0,5.6,0.0,92.1
22,2,16.0,1,Ophthalmology,night,Monday,normal,complex,0,11.0,0.045,185.71
14,5,6.12,1,Pediatrics,night,Tuesday,normal,routine,0,2.8,0.071,20.08
26,4,13.64,0,Radiology,night,Saturday,normal,routine,0,6.5,0.0,82.23
18,2,11.56,1,Neurology,afternoon,Thursday,normal,routine,1,9.0,0.056,143.95
14,5,10.13,0,ENT,morning,Monday,normal,routine,1,2.8,0.0,34.26
39,5,10.46,1,Dermatology,morning,Monday,normal,routine,1,7.8,0.026,113.28
29,2,20.15,1,Psychiatry,morning,Tuesday,normal,routine,1,14.5,0.034,348.89
29,1,25.32,0,Neurology,evening,Thursday,normal,complex,0,29.0,0.0,680.37
9,2,17.32,1,Psychiatry,morning,Saturday,emergency,routine,0,4.5,0.111,42.57
13,2,9.9,0,Pediatrics,evening,Sunday,normal,routine,0,6.5,0.0,61.95
30,5,9.0,0,Pediatrics,morning,Monday,normal,routine,1,6.0,0.0,76.94
23,1,15.24,1,Cardiology,night,Monday,normal,routine,0,23.0,0.043,367.83
19,1,16.25,0,Emergency,evening,Wednesday,normal,moderate,0,19.0,0.0,327.22
25,3,8.38,0,Ophthalmology,evening,Friday,normal,routine,0,8.33,0.0,67.56
17,4,8.85,1,Dermatology,night,Tuesday,normal,moderate,0,4.25,0.059,45.51
34,3,13.4,0,Orthopedics,morning,Thursday,urgent,routine,1,11.33,0.0,157.84
18,5,8.2,1,Pediatrics,evening,Friday,urgent,routine,0,3.6,0.056,27.86
27,5,15.92,1,Neurology,night,Tuesday,normal,routine,0,5.4,0.037,91.37
3,1,22.62,0,Cardiology,night,Friday,normal,complex,0,3.0,0.0,64.97
21,5,16.2,1,Radiology,evening,Wednesday,normal,moderate,0,4.2,0.048,76.32
30,3,26.75,1,Neurology,morning,Monday,normal,moderate,1,10.0,0.033,320.91
30,4,20.42,1,Ophthalmology,morning,Thursday,emergency,complex,1,7.5,0.033,114.6
12,4,22.44,0,Gynecology,morning,Friday,normal,complex,1,3.0,0.0,93.35
2,3,11.83,0,Radiology,evening,Saturday,normal,moderate,0,0.67,0.0,8.48
22,2,12.73,0,Cardiology,afternoon,Saturday,normal,routine,0,11.0,0.0,129.53
7,5,12.05,0,Pediatrics,night,Thursday,normal,moderate,0,1.4,0.0,16.96
33,1,13.31,0,Emergency,morning,Wednesday,normal,routine,1,33.0,0.0,600.44
8,3,13.99,0,Emergency,morning,Saturday,normal,routine,0,2.67,0.0,43.66
19,2,22.3,1,Neurology,afternoon,Tuesday,urgent,moderate,1,9.5,0.053,235.31
9,4,7.24,1,Pediatrics,afternoon,Wednesday,normal,routine,1,2.25,0.111,23.8
27,4,10.82,0,Dermatology,morning,Sunday,normal,moderate,0,6.75,0.0,69.93
18,3,14.98,0,Neurology,morning,Saturday,normal,routine,0,6.0,0.0,74.46
24,5,10.65,1,Ophthalmology,afternoon,Wednesday,normal,routine,1,4.8,0.042,68.73
27,4,14.23,0,Cardiology,afternoon,Thursday,normal,routine,1,6.75,0.0,122.85
20,1,15.76,0,Emergency,morning,Thursday,urgent,moderate,1,20.0,0.0,350.61
4,4,11.78,1,Emergency,night,Monday,normal,routine,0,1.0,0.25,18.55
16,3,21.17,1,Psychiatry,afternoon,Sunday,emergency,routine,0,5.33,0.062,67.64
17,4,11.94,1,Radiology,evening,Thursday,normal,routine,0,4.25,0.059,59.07
13,4,7.24,0,Gynecology,night,Friday,normal,routine,0,3.25,0.0,24.71
22,2,14.38,0,Emergency,morning,Tuesday,normal,routine,1,11.0,0.0,178.27
20,3,5.0,1,Dermatology,afternoon,Friday,normal,routine,1,6.67,0.05,46.39
18,3,12.79,0,Pediatrics,morning,Wednesday,normal,moderate,1,6.0,0.0,88.49
16,5,11.95,0,Pediatrics,morning,Friday,normal,moderate,1,3.2,0.0,44.75
29,3,21.51,0,Cardiology,afternoon,Wednesday,normal,moderate,1,9.67,0.0,268.33
18,4,7.59,1,General Medicine,morning,Monday,urgent,routine,1,4.5,0.056,37.29
29,1,8.57,0,Dermatology,evening,Thursday,normal,routine,0,29.0,0.0,253.32
41,2,7.67,0,ENT,morning,Monday,normal,routine,1,20.5,0.0,207.94
36,5,15.95,1,Radiology,morning,Thursday,urgent,routine,1,7.2,0.028,120.2
25,4,10.15,0,Cardiology,morning,Monday,normal,routine,1,6.25,0.0,78.39
28,4,12.85,0,General Medicine,morning,Monday,urgent,moderate,1,7.0,0.0,94.08
12,5,15.9,0,Gynecology,morning,Thursday,normal,moderate,1,2.4,0.0,46.66
37,4,11.41,1,General Medicine,morning,Monday,normal,routine,1,9.25,0.027,159.3
6,2,27.43,0,Psychiatry,night,Tuesday,normal,moderate,0,3.0,0.0,93.88
38,5,20.17,0,Psychiatry,morning,Monday,normal,routine,1,7.6,0.0,185.27
14,2,26.05,0,Psychiatry,evening,Tuesday,urgent,moderate,0,7.0,0.0,142.05
27,2,11.47,1,Emergency,afternoon,Wednesday,normal,routine,1,13.5,0.037,200.97
7,1,10.35,0,Gynecology,evening,Friday,normal,routine,0,7.0,0.0,71.56
26,1,15.95,0,Cardiology,evening,Monday,normal,moderate,0,26.0,0.0,409.22
18,1,21.86,0,Radiology,evening,Monday,normal,complex,0,18.0,0.0,344.73
15,2,14.13,0,General Medicine,morning,Wednesday,normal,complex,1,7.5,0.0,140.41
19,4,10.99,0,Gynecology,afternoon,Thursday,normal,routine,1,4.75,0.0,67.94
24,1,12.07,3,Radiology,night,Friday,emergency,routine,0,24.0,0.125,156.49
16,4,20.04,1,Psychiatry,evening,Friday,normal,routine,0,4.0,0.062,90.08
15,3,12.27,0,ENT,afternoon,Tuesday,normal,moderate,1,5.0,0.0,80.67
32,4,9.17,0,ENT,afternoon,Tuesday,normal,routine,1,8.0,0.0,92.96
34,1,12.63,1,Orthopedics,afternoon,Friday,normal,routine,1,34.0,0.029,548.9
2,5,14.0,0,Cardiology,night,Wednesday,normal,moderate,0,0.4,0.0,6.26
11,1,15.89,1,General Medicine,afternoon,Monday,normal,complex,1,11.0,0.091,234.2
21,5,11.15,0,Ophthalmology,night,Monday,normal,routine,0,4.2,0.0,52.48
14,1,6.04,2,ENT,evening,Monday,emergency,routine,0,14.0,0.143,44.97
19,4,12.74,0,ENT,morning,Thursday,normal,moderate,1,4.75,0.0,74.42
28,1,13.75,0,Gynecology,afternoon,Sunday,normal,routine,0,28.0,0.0,351.95
14,3,10.16,1,Radiology,evening,Saturday,normal,routine,0,4.67,0.071,49.83
16,2,11.49,0,ENT,night,Wednesday,normal,moderate,0,8.0,0.0,98.96
31,5,17.81,0,Ophthalmology,afternoon,Thursday,normal,complex,1,6.2,0.0,147.61
14,1,14.85,0,Orthopedics,evening,Saturday,normal,routine,0,14.0,0.0,233.88
35,3,13.87,1,Cardiology,morning,Monday,urgent,routine,1,11.67,0.029,168.34
27,2,8.42,0,General Medicine,morning,Monday,normal,routine,1,13.5,0.0,143.36
19,4,20.01,0,Orthopedics,evening,Thursday,normal,moderate,0,4.75,0.0,85.72
18,1,15.42,0,Cardiology,evening,Saturday,urgent,routine,0,18.0,0.0,207.27
37,5,9.44,0,Ophthalmology,afternoon,Friday,normal,routine,1,7.4,0.0,93.52
10,3,12.69,0,Emergency,evening,Monday,normal,routine,0,3.33,0.0,39.44
10,4,12.91,0,Gynecology,afternoon,Saturday,normal,routine,0,2.5,0.0,33.49
34,2,9.37,0,General Medicine,afternoon,Monday,normal,routine,1,17.0,0.0,211.0
35,2,25.63,1,Cardiology,morning,Friday,normal,complex,1,17.5,0.029,570.98
15,2,7.24,2,Radiology,afternoon,Monday,emergency,routine,1,7.5,0.133,41.47
12,5,29.48,3,Psychiatry,evening,Monday,emergency,moderate,0,2.4,0.25,64.82
5,5,10.22,1,Emergency,night,Tuesday,normal,routine,0,1.0,0.2,14.79
14,1,20.67,0,Neurology,morning,Saturday,urgent,moderate,0,14.0,0.0,258.64
3,3,16.64,0,Psychiatry,morning,Saturday,normal,routine,0,1.0,0.0,16.4
23,5,6.64,0,Dermatology,morning,Tuesday,urgent,moderate,1,4.6,0.0,31.83
24,5,25.29,0,Neurology,morning,Monday,normal,moderate,1,4.8,0.0,152.89
10,3,5.0,0,ENT,morning,Wednesday,normal,routine,1,3.33,0.0,18.94
11,3,9.68,0,Emergency,evening,Tuesday,normal,routine,0,3.67,0.0,37.09
25,1,10.67,0,Gynecology,morning,Saturday,normal,routine,0,25.0,0.0,253.61
17,2,14.85,0,Gynecology,morning,Monday,normal,routine,1,8.5,0.0,169.19
17,4,17.17,0,Orthopedics,morning,Monday,normal,routine,1,4.25,0.0,93.06
36,5,22.99,0,Orthopedics,morning,Tuesday,normal,complex,1,7.2,0.0,204.96
16,1,29.42,1,Neurology,morning,Thursday,normal,complex,1,16.0,0.062,565.74
11,4,10.77,1,ENT,night,Saturday,urgent,moderate,0,2.75,0.091,27.09
17,5,27.28,1,Psychiatry,night,Thursday,normal,moderate,0,3.4,0.059,104.59
22,3,13.91,0,ENT,morning,Friday,normal,moderate,1,7.33,0.0,123.56
21,3,19.35,0,Emergency,night,Thursday,normal,complex,0,7.0,0.0,132.78
42,3,17.05,0,Orthopedics,morning,Monday,urgent,moderate,1,14.0,0.0,232.3
4,2,9.81,0,Dermatology,night,Sunday,normal,routine,0,2.0,0.0,18.34
28,1,14.51,1,Ophthalmology,morning,Wednesday,emergency,routine,1,28.0,0.036,271.88
8,2,14.84,1,Neurology,morning,Wednesday,normal,routine,1,4.0,0.125,69.93
5,1,6.33,0,Pediatrics,evening,Saturday,normal,routine,0,5.0,0.0,34.49
23,4,9.1,1,Radiology,night,Sunday,urgent,routine,0,5.75,0.043,49.53
25,1,12.41,0,Emergency,morning,Friday,normal,routine,1,25.0,0.0,409.86
35,4,6.95,1,Dermatology,morning,Tuesday,urgent,routine,1,8.75,0.029,68.07
19,4,14.91,1,Gynecology,morning,Wednesday,normal,moderate,1,4.75,0.053,113.31
19,1,10.6,2,Gynecology,morning,Tuesday,urgent,routine,1,19.0,0.105,223.06
32,3,8.01,0,Radiology,afternoon,Tuesday,normal,routine,1,10.67,0.0,117.29
20,4,7.39,0,Dermatology,evening,Saturday,normal,routine,0,5.0,0.0,39.74
23,2,12.03,2,Orthopedics,morning,Sunday,urgent,routine,0,11.5,0.087,130.52
27,2,6.68,0,ENT,morning,Tuesday,normal,routine,1,13.5,0.0,106.27
12,4,9.83,0,General Medicine,afternoon,Friday,normal,routine,1,3.0,0.0,39.93
25,4,10.64,0,General Medicine,afternoon,Friday,normal,complex,1,6.25,0.0,92.91
15,4,15.56,0,Cardiology,evening,Wednesday,normal,routine,0,3.75,0.0,52.63
20,3,11.1,0,ENT,morning,Thursday,normal,complex,1,6.67,0.0,87.31
34,1,9.59,1,Dermatology,afternoon,Monday,emergency,moderate,1,34.0,0.029,170.94
7,1,11.95,0,Radiology,night,Tuesday,normal,moderate,0,7.0,0.0,81.63
27,1,19.84,0,Psychiatry,evening,Friday,normal,routine,0,27.0,0.0,494.71
11,5,16.47,0,Neurology,afternoon,Tuesday,normal,routine,1,2.2,0.0,44.07
3,3,20.1,1,Neurology,morning,Saturday,urgent,moderate,0,1.0,0.333,21.93
1,5,10.77,0,Cardiology,night,Wednesday,normal,routine,0,0.2,0.0,2.3
33,3,21.21,0,Neurology,afternoon,Thursday,normal,moderate,1,11.0,0.0,315.86
13,2,13.32,1,Gynecology,afternoon,Saturday,normal,routine,0,6.5,0.077,89.19
11,4,12.26,1,Dermatology,morning,Tuesday,emergency,complex,1,2.75,0.091,28.86
23,3,14.71,0,Emergency,afternoon,Thursday,normal,moderate,1,7.67,0.0,139.51
22,2,13.17,0,Orthopedics,morning,Tuesday,normal,routine,1,11.0,0.0,173.81
15,3,11.06,0,Pediatrics,morning,Wednesday,normal,moderate,1,5.0,0.0,69.43
16,5,11.89,1,Orthopedics,night,Sunday,emergency,routine,0,3.2,0.062,23.69
39,1,6.39,0,Pediatrics,afternoon,Tuesday,normal,routine,1,39.0,0.0,316.96
29,3,15.54,0,Radiology,afternoon,Thursday,normal,complex,1,9.67,0.0,187.4
12,5,16.81,0,Neurology,morning,Wednesday,normal,routine,1,2.4,0.0,51.06
7,3,11.88,0,Radiology,evening,Monday,normal,routine,0,2.33,0.0,26.09
24,2,13.89,0,Pediatrics,night,Thursday,normal,moderate,0,12.0,0.0,170.9
